"DeviceName","SerialNumber","Model","Manufacturer","AutopilotID","IntuneID","InIntune","InAutopilot","LastSyncDateTime","DaysSinceLastSync","SyncStatus","EnrollmentState","DeploymentProfileAssigned","ComplianceState","OSVersion","PrimaryUser","UserEmail","ManagementState","IsEncrypted","AzureADRegistered","AutopilotEnrolled","GroupTag","RecommendedAction"
"Not in Intune","5CG1115LGT","HP ProBook x360 11 G7 Education Edition","HP","6856375a-1bc6-4679-ad32-74619a76874f","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOb4d1c0371CSV-1_2596947 4504105","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1115MDH","HP ProBook x360 11 G7 Education Edition","HP","d015091d-9c47-4ed6-b8b0-604f7f4568f9","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOb4d1c0371CSV-1_2596947 4504105","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1115MFF","HP ProBook x360 11 G7 Education Edition","HP","4d311377-b6b8-455d-8685-720697e3f3cf","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOb4d1c0371CSV-1_2596947 4504105","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1115MFJ","HP ProBook x360 11 G7 Education Edition","HP","71023874-05db-439e-a518-002c7fe30cbe","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOb4d1c0371CSV-1_2596947 4504105","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1115MFM","HP ProBook x360 11 G7 Education Edition","HP","d134cb79-ced9-4373-b5ac-dfd0d9f8cbd9","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOb4d1c0371CSV-1_2596947 4504105","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1115N0G","HP ProBook x360 11 G7 Education Edition","HP","699df2e3-db11-42ea-982f-f78bc6b8c245","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOb4d1c0371CSV-1_2596947 4504105","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1115N6R","HP ProBook x360 11 G7 Education Edition","HP","395839a6-06d3-4070-ae7a-9154e4c7805e","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOb4d1c0371CSV-1_2596947 4504105","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1115N6W","HP ProBook x360 11 G7 Education Edition","HP","e33e0674-0f8f-4939-9a25-21cb3f6bf600","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOb4d1c0371CSV-1_2596947 4504105","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1115N73","HP ProBook x360 11 G7 Education Edition","HP","ccaec894-faf7-4fb5-8685-f99c9bfde35b","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOb4d1c0371CSV-1_2596947 4504105","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1115NB9","HP ProBook x360 11 G7 Education Edition","HP","754e336a-bf54-431c-a113-4c21751ef919","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1115NLJ","HP ProBook x360 11 G7 Education Edition","HP","a9fb3063-b749-4d59-b3ec-49c0ac9b8db2","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOb4d1c0371CSV-1_2596947 4504105","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1115NM5","HP ProBook x360 11 G7 Education Edition","HP","0da0d363-0522-419c-8ff7-7ed8b38d5fd3","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOb4d1c0371CSV-1_2596947 4504105","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1115NR9","HP ProBook x360 11 G7 Education Edition","HP","dd4530b3-8593-41ea-a023-401dbe977634","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOb4d1c0371CSV-1_2596947 4504105","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1170QNW","HP 470 G7 Notebook PC","HP","d300d669-9378-4228-9710-b271b2f88d49","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504171447-2_3100MKTOHL","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG1173F39","HP ProBook x360 11 G7 Education Edition","HP","5ec76799-7ac1-4848-8448-3af49e3487a0","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504128407-1_2110annkva","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG12540T9","HP ProBook x360 11 G7 Education Edition","HP","78d75c4c-3edc-4a88-aae9-8351bc183f59","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","Elevmaskin uten tag ved bestilling","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG12885YV","HP ProBook x360 11 G7 Education Edition","HP","c9748d13-01fc-4eb2-9cd5-978a30dd6960","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG210B3KH","HP EliteBook 830 G8 Notebook PC","HP","2dc8d6ec-3339-43c8-acff-9b9eb0a66ffc","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504705431-1_3632bodjoh","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2111L62","HP EliteBook 850 G8 Notebook PC","HP","6f7f44d2-17d4-4a81-b33d-277429fe7b4f","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","ESP FOR ANSATTE","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SDK","HP ProBook x360 11 G7 Education Edition","HP","1e2a163b-429d-4940-a538-433bedb3d662","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SDP","HP ProBook x360 11 G7 Education Edition","HP","98604fc5-d972-4533-8e94-8b3fcce2cd94","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SDR","HP ProBook x360 11 G7 Education Edition","HP","c4d19b13-2a14-4a10-a50a-5a1fff63a94f","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SFL","HP ProBook x360 11 G7 Education Edition","HP","c61b6197-8362-4eb2-92e5-430351717b60","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SG0","HP ProBook x360 11 G7 Education Edition","HP","4f0037c0-e593-423c-9269-a1e47d3d7591","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SKC","HP ProBook x360 11 G7 Education Edition","HP","b16bd999-5bab-4408-97b1-15b38d787d37","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SKD","HP ProBook x360 11 G7 Education Edition","HP","0aa53b42-fda2-4974-95a9-b4b447dae450","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SKF","HP ProBook x360 11 G7 Education Edition","HP","9254c887-c9be-45ef-94b1-b5a54a045041","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SKJ","HP ProBook x360 11 G7 Education Edition","HP","7a362d6a-2d46-4e1a-9a49-a99e01b94788","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SKK","HP ProBook x360 11 G7 Education Edition","HP","abb80357-0288-4482-8092-7acbac82d67f","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SKR","HP ProBook x360 11 G7 Education Edition","HP","a10421ba-1986-4623-9fb1-db95ff9b327b","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SKZ","HP ProBook x360 11 G7 Education Edition","HP","cc1241e3-5133-48e3-b2be-27e2ea1763bd","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SL1","HP ProBook x360 11 G7 Education Edition","HP","9a558ca4-34a8-439a-b8fb-4b05d94af75a","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SLC","HP ProBook x360 11 G7 Education Edition","HP","f1925f92-d7aa-449d-8416-5cc4bb227cab","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SP7","HP ProBook x360 11 G7 Education Edition","HP","60efbbf3-1eb0-46af-babd-37c536d478e6","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SPN","HP ProBook x360 11 G7 Education Edition","HP","49b446bf-8921-40e1-9f30-0eea45bead2b","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SPV","HP ProBook x360 11 G7 Education Edition","HP","8162b1ea-fa4b-4eb3-b4e3-6d70ec07b1f3","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SQ0","HP ProBook x360 11 G7 Education Edition","HP","d98fa90d-aa15-4d89-995c-0bddd4747cc8","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SQP","HP ProBook x360 11 G7 Education Edition","HP","060b2d61-d65a-4230-b6b0-80c464d801d8","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293STH","HP ProBook x360 11 G7 Education Edition","HP","eee70a99-8df3-4823-add5-1afcadbc9b8a","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293STR","HP ProBook x360 11 G7 Education Edition","HP","05d51468-19aa-43b0-a850-64b07b745891","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293STX","HP ProBook x360 11 G7 Education Edition","HP","ab20aabf-6503-4000-8042-d21b67041c55","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SWT","HP ProBook x360 11 G7 Education Edition","HP","44a6d801-b060-4e3e-a930-1afdeaa6fb7d","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SX3","HP ProBook x360 11 G7 Education Edition","HP","634e2b86-305a-4ade-93d2-926fc683f718","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SX8","HP ProBook x360 11 G7 Education Edition","HP","b5b0f626-deae-4caa-9071-92c58fd18c8c","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SXP","HP ProBook x360 11 G7 Education Edition","HP","9a534bce-c226-4da1-ad07-65eb1489f931","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SXQ","HP ProBook x360 11 G7 Education Edition","HP","a2971076-8bc8-4d00-9677-01d066fd884c","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SXV","HP ProBook x360 11 G7 Education Edition","HP","6d1d2aca-87df-46d8-80b3-f4e9705423c6","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293SXY","HP ProBook x360 11 G7 Education Edition","HP","85a878bf-5664-4b0a-9373-4e0b777be3b3","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293T1F","HP ProBook x360 11 G7 Education Edition","HP","04aa2e4c-0bbf-44d6-8ed3-6c3cee971cd4","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293T1S","HP ProBook x360 11 G7 Education Edition","HP","e94e16e7-2653-4eef-8962-d27af031232e","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293T1Z","HP ProBook x360 11 G7 Education Edition","HP","c56e7891-1ef5-4954-80cb-62fa8d0d923b","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293T26","HP ProBook x360 11 G7 Education Edition","HP","4835e38f-0646-482b-9268-35bc46ca04bc","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293T2J","HP ProBook x360 11 G7 Education Edition","HP","41ecbefa-b909-4e66-85b1-696d2380d6e9","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293T2P","HP ProBook x360 11 G7 Education Edition","HP","10d8ef88-2283-4ede-9812-447be4fc51a3","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293T2S","HP ProBook x360 11 G7 Education Edition","HP","f4ddd253-7a76-4830-a786-ae6bbca4902a","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293T2T","HP ProBook x360 11 G7 Education Edition","HP","3d6de8b2-5750-45c4-9118-a94cbb13bd87","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293T2W","HP ProBook x360 11 G7 Education Edition","HP","808d9d3e-2498-4d5c-8488-a5caaf96444d","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293T31","HP ProBook x360 11 G7 Education Edition","HP","352cee8b-680a-4d0b-a2e9-472223be53a9","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293T3B","HP ProBook x360 11 G7 Education Edition","HP","816d523f-d8e1-4d0c-825c-ce7dced26d76","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG2293T3P","HP ProBook x360 11 G7 Education Edition","HP","6276842c-60d8-4c47-922e-fa3832df49b2","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504428619-1_AmundSkuterud","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG3026V9Q","HP Elite x360 1040 14 inch G9 2-in-1 Notebook PC","HP","8e394459-0310-4fce-b341-44459377562d","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NO4504785372-1_3609LEHAR","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG3204BLF","HP Pro x360 Fortis 11 inch G11 Notebook PC","HP","62e06a0d-0a43-4fe3-998d-ef12c34521f5","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOd371b8b1dCSV-1_Atea","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG3204BLX","HP Pro x360 Fortis 11 inch G11 Notebook PC","HP","ee6f491f-26bf-4e14-9d03-1929397db3f8","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOd371b8b1dCSV-1_Atea","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG3204BW0","HP Pro x360 Fortis 11 inch G11 Notebook PC","HP","92237aef-8baf-44c7-a5ef-24ac69cf2349","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOd371b8b1dCSV-1_Atea","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG3204BXG","HP Pro x360 Fortis 11 inch G11 Notebook PC","HP","326bf603-e4f1-4059-8429-ca64ba44a107","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOd371b8b1dCSV-1_Atea","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG3204C3N","HP Pro x360 Fortis 11 inch G11 Notebook PC","HP","341765e7-a129-4884-8bfe-e8bab636758d","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOd371b8b1dCSV-1_Atea","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
"Not in Intune","5CG3204C3Z","HP Pro x360 Fortis 11 inch G11 Notebook PC","HP","b0d3cfaf-d1d7-4587-ace3-a68734b5708d","N/A","No","Yes","Never synced","N/A","ORPHANED - In Autopilot only","notContacted","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A","notContacted","NOd371b8b1dCSV-1_Atea","SAFE TO REMOVE - Device never enrolled or already retired from Intune"
